Scheme Name	Asset Value
Scheme Name	Net Asset Value
ICICI Prudential Banking and PSU Debt Fund - Growth	31.6185
ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW	10.8471
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option	12.9261
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend	10.0122
ICICI Prudential Banking and PSU Debt Fund Retail Growth	21.631
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend	10.3305
Invesco India Banking and PSU Fund - Daily IDCW (Reinvestment)	1023.0042
Invesco India Banking and PSU Fund - Direct Plan -  Growth Option	2338.3524
Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment)	1039.9632
Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1011.8971
Invesco India Banking and PSU Fund - Growth Option	2187.3113
Invesco India Banking and PSU Fund - Monthly IDCW (Payout / Reinvestment)	1038.7987
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option	12.9049
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option	12.9054
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option	12.6021
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option	12.6032
Kotak Banking and PSU Debt - Annual Dividend	16.1842
Kotak Banking and PSU Debt - Daily Dividend Reinvestment	10.188
Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment	10.2604
Kotak Banking and PSU Debt - Growth	63.1225
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option	11.8592
Kotak Banking and PSU Debt Direct - Annual Dividend	17.1427
Kotak Banking and PSU Debt Direct - Growth	65.6782
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option	10.3348
LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW	14.3061
LIC MF Banking & PSU Fund-Direct Plan-Growth	36.1258
LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW	13.6054
LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW	10.0561
LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW	11.1287
LIC MF Banking & PSU Fund-Regular Plan-Growth	33.561
LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW	12.5606
LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW	10.2248
Mirae Asset Banking and PSU Fund - Direct Plan - Growth	12.7829
Mirae Asset Banking and PSU Fund - Direct Plan - IDCW	12.7790
Mirae Asset Banking and PSU Fund - Regular Plan - Growth	12.5251
Mirae Asset Banking and PSU Fund - Regular plan - IDCW	12.5261
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option	20.7443
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option	20.7439
Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option	12.3452
Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option	20.0187
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option	20.7439
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option	10.7676
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option	10.9004
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option	10.3169
NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option	20.0187
NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option	10.6986
NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option	10.8388
NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option	10.3179
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1404.9099
SBI BANKING & PSU FUND - Direct Plan - Growth	3189.5498
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1278.8089
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1401.7869
SBI BANKING & PSU FUND - Regular Paln - Growth	3005.9020
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1371.3765
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1202.6100
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1371.0833
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth	11.7065
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend	11.4008
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend	10.6356
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus	11.6319
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment	11.6582
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth	11.6493
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend	11.1411
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus	11.1681
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend	11.0236
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend	10.1418
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus	21.0503
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.2300
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth	42.0779
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.5746
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus	20.9332
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.3550
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth	41.5117
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.6266
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.1035
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth	35.6206
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.4908
TRUSTMF BANKING & PSU FUND - DIRECT GROWTH	1251.1948
TRUSTMF BANKING & PSU FUND - REGULAR GROWTH	1226.2424
TRUSTMF BANKING & PSU FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1133.1261
TRUSTMF BANKING & PSU FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1253.9566
TRUSTMF BANKING & PSU FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1110.1897
TRUSTMF BANKING & PSU FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1129.9799
TRUSTMF BANKING & PSU FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1092.3325
TRUSTMF BANKING & PSU FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1109.2581
TRUSTMF BANKING & PSU FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1191.3335
TRUSTMF BANKING & PSU FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1093.0091
TRUSTMF BANKING & PSU FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1107.6397
TRUSTMF BANKING & PSU FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1077.3133
UTI Banking & PSU Fund - Direct Plan - Annual IDCW	13.2005
UTI Banking & PSU Fund - Direct Plan - Flexi IDCW	18.5251
UTI Banking & PSU Fund - Direct Plan - Growth Option	21.4976
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW	14.2652
UTI Banking & PSU Fund - Direct Plan - Monthly IDCW	13.1705
UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW	16.0004
UTI Banking & PSU Fund - Regular Plan - Annual IDCW	12.9775
UTI Banking & PSU Fund - Regular Plan - Flexi IDCW	14.1857
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW	14.1263
UTI Banking & PSU Fund - Regular Plan - Monthly IDCW	12.9667
UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW	14.5166
UTI Banking & PSU Fund- Regular Plan - Growth Option	21.1534
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan	110.7853
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan	109.0112
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW	10.3155
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW	12.7324
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW	11.5958
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW	12.5452
Axis Corporate Bond Fund - Direct Plan - Daily IDCW	10.2317
Axis Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2236
Axis Corporate Bond Fund - Direct Plan - Regular IDCW	13.5461
Axis Corporate Bond Fund - Direct Plan - Weekly IDCW	10.3688
Axis Corporate Bond Fund - Direct Plan Growth	17.3634
Axis Corporate Bond Fund - Regular Plan - Daily IDCW	10.2308
Axis Corporate Bond Fund - Regular Plan - Monthly IDCW	10.2183
Axis Corporate Bond Fund - Regular Plan - Regular IDCW	12.7044
Axis Corporate Bond Fund - Regular Plan - Weekly IDCW	10.2506
Axis Corporate Bond Fund - Regular Plan Growth	16.4433
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.8927
BANDHAN Corporate Bond Fund - Direct Growth	19.0706
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.7118
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3565
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	12.6521
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.5813
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.8570
BANDHAN Corporate Bond Fund - Regular Growth	18.5429
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	11.0856
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6094
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	12.5004
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.6177
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	11.0090
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	30.5835
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.2989
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.3588
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	11.2492
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	28.0643
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.4658
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.5737
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	10.9377
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	26.4257
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.3370
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.3780
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	22.5062
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.2949
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	21.0577
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.5195
DSP Corporate Bond Fund - Direct - Growth	15.6663
DSP Corporate Bond Fund - Direct - IDCW	11.9201
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.5414
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.3243
DSP Corporate Bond Fund - Regular - Growth	15.4133
DSP Corporate Bond Fund - Regular - IDCW	11.872
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.5188
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.6783
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	102.5347
Franklin India Corporate Debt Fund - Growth	94.8966
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	17.2391
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.3850
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	14.9149
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	16.8734
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.5377
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	12.7403
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.0374
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	11.9210
HDFC Corporate Bond Fund - Growth Option	31.4212
HDFC Corporate Bond Fund - Growth Option - Direct Plan	32.0785
HDFC Corporate Bond Fund - IDCW Option	19.0214
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	19.6554
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.4412
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.3069
HSBC Corporate Bond Fund - Direct Annual IDCW	12.4677
HSBC Corporate Bond Fund - Direct Growth	74.9358
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.4036
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.3475
HSBC Corporate Bond Fund - Regular Annual IDCW	12.2151
HSBC Corporate Bond Fund - Regular Growth	70.4386
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.0118
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	17.0306
HSBC Corporate Bond Fund -Regular Plan - Bonus	26.7564
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	30.1218
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2500
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.2391
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	28.7809
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.4043
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.0209
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1892.5711
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1303.5336
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3279.9331
Invesco India Corporate Bond Fund - Direct Plan - Growth	3278.9004
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1258.281
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1328.8236
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3218.4244
Invesco India Corporate Bond Fund - Growth	3064.4168
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1756.4219
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1162.6053
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3794.009
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1081.178
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3638.3319
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1185.228
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	12.5279
Mirae Asset Corporate Bond Fund Direct IDCW	12.5252
Mirae Asset Corporate Bond Fund Regular Growth	12.3122
Mirae Asset Corporate Bond Fund Regular IDCW	12.3121
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0903
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0911
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	19.1861
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.7820
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.1814
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.0959
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	43.2288
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	60.5482
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	41.2694
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	57.7846
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	18.5126
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.6529
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	12.0250
